Country	Occupation Class	Sex	Age Class	Education	Marital Status	Income (Globa)	Social Responsibility	Need help making financial decisions	Do not like to be in debt at anytime	Feel satistifed when I get a really good deal	Like to buy products with prestigious brand names	Always try to buy things on sale	Once find brand that satistifies, don't experiment	Confident will have enough money to retire	Have life insurance
U.K.		Male	30-39	Some high school	Living together	Medium high	7	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Yes
U.K.		Female	20-29	Some high school	Single	Low	1	Agree Strongly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Strongly	Agree Strongly	Disagree Strongly	No
U.K.	White Collar	Male	20-29	Some high school	Living together	Medium low	4	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	No
U.K.		Female	30-39	Some high school	Single	Medium low	5	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Strongly	No
U.K.		Male	40-49	Some high school	Single	Low	4	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	No
U.K.		Male	60+	Some high school	Married	Medium high	1	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Yes
U.K.		Male	60+	Some high school	Widowed	Medium high	4	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Disagree Slightly	Disagree Slightly	Agree Slightly	Agree Strongly	No
U.K.		Male	20-29	Some high school	Single	Low	3	Disagree Strongly	Agree Slightly	Agree Slightly	Disagree Strongly	Disagree Slightly	Disagree Strongly	Agree Strongly	No
U.K.	Executives/Professionals	Male	20-29	College	Single	Medium high	3	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	No
U.K.		Male	13-19	Some high school	Single	High	1	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Yes
U.K.	Executives/Professionals	Male	40-49	College	Married	High	5	Disagree Slightly	Agree Slightly	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Yes
U.K.		Female	20-29	Some high school	Married	Low	5	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	No
U.K.	White Collar	Female	30-39	College	Married	Medium high	4	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Yes
U.K.		Female	60+	College	Married	Medium low	5	Disagree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Yes
U.K.		Male	50-59	Some high school	Married	Medium high	4	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Yes
U.K.		Male	20-29	College	Single	High	5	Disagree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Strongly	No
U.K.	White Collar	Male	30-39	Some high school	Married	High	6	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Strongly	Yes
U.K.	Blue Collar	Male	20-29	Some high school	Single	High	3	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	No
U.K.	Blue Collar	Male	50-59	Some high school	Married	Low	4	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Disagree Strongly	Yes
U.K.	Executives/Professionals	Female	20-29	Post-graduate	Single	High	3	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	No
U.K.	Executives/Professionals	Female	60+	College	Married	Medium high	6	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Yes
U.K.	Blue Collar	Male	13-19	Some high school	Single	Medium high	4	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	No
U.K.		Male	30-39	Some high school	Living together	Low	5	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	No
U.K.	Executives/Professionals	Female	40-49	College	Married	High	7	Disagree Strongly	Agree Strongly	Agree Strongly	Disagree Slightly	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Yes
U.K.	White Collar	Female	30-39	Some high school	Living together	High	5	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
U.K.		Female	60+	Some high school	Married	Low	1	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	No
U.K.		Male	60+	Some high school	Married	High	2	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	No
U.K.	Blue Collar	Female	20-29	Some high school	Single	Medium low	4	Disagree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Disagree Slightly	Yes
U.K.		Female	13-19	Some high school	Single	Medium low	4	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	No
U.K.	White Collar	Female	20-29	Some high school	Living together	Medium low	6	Disagree Slightly	Disagree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	No
U.K.		Female	60+	Some high school	Married	Medium low	5	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Yes
U.K.		Female	30-39	Some high school	Married	High	6	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	No
U.K.		Female	30-39	Some high school	Married	High	2	Disagree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Disagree Slightly	Agree Slightly	Yes
U.K.	Executives/Professionals	Female	40-49	College	Married	High	4	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	Yes
U.K.	Executives/Professionals	Male	30-39	College	Married	High	4	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	Disagree Slightly	Agree Strongly	Yes
U.K.	White Collar	Male	30-39	Some high school	Married	Medium high	5	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Yes
U.K.		Female	13-19	Some high school	Single	Low	1	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	No
U.K.		Female	20-29	Some high school	Single	Low	6	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	No
U.K.	Blue Collar	Male	40-49	Some high school	Married	Medium high	6	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Agree Strongly	Disagree Slightly	Yes
U.K.	Blue Collar	Female	50-59	College	Separated, divorced	Medium low	7	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	No
U.K.	Blue Collar	Male	20-29	Some high school	Single	High	5	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	No
U.K.		Female	20-29	Some high school	Married	Low	5	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
U.K.		Female	13-19	Some high school	Single	Low	7	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Agree Strongly	Disagree Strongly	No
U.K.		Male	13-19	Some high school	Single	Low	7	Agree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Strongly	No
U.K.		Male	50-59	Some high school	Single	Low	1	Agree Strongly	Agree Strongly	Disagree Slightly	Disagree Strongly	Disagree Strongly	Disagree Slightly	Disagree Strongly	No
U.K.		Female	20-29	Some high school	Single	Low	6	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	No
U.K.	Blue Collar	Male	40-49	Some high school	Married	Medium low	7	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
U.K.		Male	13-19	Some high school	Single	Low	5	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	No
U.K.	Blue Collar	Male	13-19	Some high school	Single	Low	7	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	No
U.K.	Blue Collar	Female	50-59	Some high school	Separated, divorced	Low	1	Agree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Yes
U.K.		Male	60+	Some high school	Single	Low	4	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	No
U.K.	Blue Collar	Male	13-19	Some high school	Single	Medium low	5	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	No
U.K.	Blue Collar	Male	20-29	College	Single	Low	4	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	No
U.K.	Blue Collar	Female	13-19	Some high school	Single	Low	4	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	No
U.K.	Blue Collar	Male	40-49	College	Separated, divorced	Low	4	Disagree Slightly	Agree Strongly	Disagree Strongly	Disagree Strongly	Disagree Strongly	Disagree Strongly	Disagree Strongly	No
U.K.	Executives/Professionals	Female	50-59	College	Separated, divorced	High	5	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
U.K.	White Collar	Male	40-49	Some high school	Married	Medium high	5	Neither Agree nor Disagree	Agree Strongly	Disagree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Slightly	Yes
U.K.	Executives/Professionals	Male	30-39	Some high school	Living together	High	4	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Yes
U.K.	White Collar	Female	30-39	Some high school	Married	High	3	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	No
U.K.		Male	60+	Some high school	Married	High	6	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Yes
U.K.	Blue Collar	Female	50-59	Some high school	Married	Low	7	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	No
U.K.	White Collar	Male	40-49	Some high school	Living together	Medium high	3	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
U.K.		Female	20-29	Some high school	Married	Low	5	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	No
U.K.	Blue Collar	Male	40-49	College	Married	High	4	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Yes
U.K.		Female	30-39	Some high school	Single	Low	4	Agree Slightly	Disagree Slightly	Disagree Slightly	Disagree Strongly	Agree Strongly	Disagree Slightly	Disagree Strongly	No
U.K.		Male	30-39	Some high school	Living together	Medium low	4	Disagree Slightly	Disagree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	No
U.K.	Executives/Professionals	Male	30-39	Some high school	Married	Medium high	5	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	Agree Strongly	Yes
U.K.	White Collar	Female	13-19	Some high school	Single	Medium high	2	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Yes
U.K.	White Collar	Male	13-19	Some high school	Single	High	1	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Yes
U.K.	Executives/Professionals	Male	30-39	College	Married	Medium low	2	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Disagree Slightly	Agree Slightly	Yes
U.K.		Female	50-59	Some high school	Married	High	6	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
U.K.	Blue Collar	Female	30-39	Some high school	Single	Medium low	2	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	No
U.K.	Blue Collar	Male	20-29	College	Married	Medium low	5	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	No
U.K.	Blue Collar	Female	40-49	Some high school	Married	High	6	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
U.K.		Female	60+	Some high school	Widowed	Low	4	Disagree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Disagree Strongly	Yes
U.K.	Blue Collar	Male	20-29	Some high school	Living together	Medium high	5	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Disagree Strongly	Yes
U.K.	White Collar	Female	13-19	Some high school	Single	Medium low	4	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
U.K.	White Collar	Male	40-49	Some high school	Married	High	3	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Disagree Slightly	Yes
U.K.		Female	50-59	Some high school	Married	Low	7	Disagree Strongly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Disagree Strongly	Yes
U.K.	White Collar	Female	40-49	Post-graduate	Married	High	5	Disagree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Slightly	Yes
U.K.		Male	60+	Some high school	Married	Low	5	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Yes
U.K.	White Collar	Male	30-39	Some high school	Living together	Medium high	6	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Yes
U.K.	Blue Collar	Female	20-29	Some high school	Married	High	7	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Strongly	Yes
U.K.	White Collar	Female	30-39	Some high school	Married	Medium high	7	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Yes
U.K.	White Collar	Female	50-59	Some high school	Married	Medium high	2	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Strongly	Disagree Strongly	Disagree Strongly	Disagree Strongly	Yes
U.K.		Female	20-29	Some high school	Married	High	6	Disagree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Strongly	Disagree Slightly	Agree Slightly	Yes
